ID,Brand,Name,Size,Category,Subcategory,ABV,Weight,Par Level,Case Size,Description,Extra Field 1,Extra Field 2,Extra Field 3,Image URL,Thumbnail URL,Created At,Updated At
,19 Crimes,Martha's Lighter Chard,,Wine,Chardonnay,8.5,3,,,,,,,,,,
,The Club,Manhattan,,Prepared Cocktails / RTD,Canned Cocktails,17,3,,,,,,,,,,
,Owls Brew Tea Cocktails,Real Tea & Vodka,,Prepared Cocktails / RTD,Canned Cocktails,5,3,,,,,,,,,,
,Southern Star,Paragon Wheated Straight Bourbon Whiskey,,Distilled Spirits,Whisky,46,3,,,,,,,,,,
,Pueblo Viejo,Blanco,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Cutwater Spirits Fugu,Hibiscus Vodka,,Distilled Spirits,Flavored Vodka,40,3,,,,,,,,,,
,Pallini,Limoncello,,Liqueur,,26,3,,,,,,,,,,
,Dulce Vida,Lime Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Ballotin,Caramel Turtle Whiskey,,Distilled Spirits,Flavored Whisky,30,3,,,,,,,,,,
,Hamilton 87,White Stache Rum,,Distilled Spirits,Rum,43.5,3,,,,,,,,,,
,Ballotin,Chocolate Mocha Cream Flavored Whiskey,,Distilled Spirits,Flavored Whisky,17,3,,,,,,,,,,
,Ballotin,Chocolate Mocha Cream Flavored Whiskey,,Distilled Spirits,Flavored Whisky,17,3,,,,,,,,,,
,Giffard,Abricot du Roussllon,,Liqueur,Fruit,25,3,,,,,,,,,,
,Pallini,Limoncello,,Liqueur,,26,3,,,,,,,,,,
,Hamilton,Beachbum Berry's Navy Grog Blend Rum,,Distilled Spirits,Rum,57,3,,,,,,,,,,
,Giffard,Abricot du Roussllon,,Liqueur,Fruit,25,3,,,,,,,,,,
,Pallini,Limoncello,,Liqueur,,26,3,,,,,,,,,,
,Dulce Vida,Grapefruit Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Gran Coramino,Reposado Cristalino,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Ballotin,Chocolate Mocha Cream Flavored Whiskey,,Distilled Spirits,Flavored Whisky,17,3,,,,,,,,,,
,Dulce Vida,Lime Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Ballotin,Chocolate Mocha Cream Flavored Whiskey,,Distilled Spirits,Flavored Whisky,17,3,,,,,,,,,,
,Ballotin,Caramel Turtle Whiskey,,Distilled Spirits,Flavored Whisky,30,3,,,,,,,,,,
,Dulce Vida,Grapefruit Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Ballotin,Caramel Turtle Whiskey,,Distilled Spirits,Flavored Whisky,30,3,,,,,,,,,,
,Giffard,Abricot du Roussllon,,Liqueur,Fruit,25,3,,,,,,,,,,
,Ballotin,Caramel Turtle Whiskey,,Distilled Spirits,Flavored Whisky,30,3,,,,,,,,,,
,Hinch,Small Batch Irish Whiskey,,Distilled Spirits,Whisky,43,3,,,,,,,,,,
,Cutwater Spirits Fugu,Hibiscus Vodka,,Distilled Spirits,Flavored Vodka,40,3,,,,,,,,,,
,Ballotin,Caramel Turtle Whiskey,,Distilled Spirits,Flavored Whisky,30,3,,,,,,,,,,
,Dulce Vida,Lime Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Giffard,Abricot du Roussllon,,Liqueur,Fruit,25,3,,,,,,,,,,
,Pallini,Limoncello,,Liqueur,,26,3,,,,,,,,,,
,Hamilton,Beachbum Berry's Navy Grog Blend Rum,,Distilled Spirits,Rum,57,3,,,,,,,,,,
,Gran Coramino,Reposado Cristalino,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Dulce Vida,Pineapple Jalapeno Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,La Venenosa,Tutsi Raicilla,,Distilled Spirits,Tequila,43.3,3,,,,,,,,,,
,Russian Standard,Original,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,Cocchi,Americano Bianco,,Liqueur,,16.5,3,,,,,,,,,,
,Russian Standard,Original,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,Russian Standard,Original,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,Russian Standard,Original,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,Cocchi,Americano Bianco,,Liqueur,,16.5,3,,,,,,,,,,
,Heirloom,Creme De Flora Liqueur,,Liqueur,,30,3,,,,,,,,,,
,Heirloom,American Alchermes Liqueur,,Liqueur,,40,3,,,,,,,,,,
,Dulce Vida,Pineapple Jalapeno Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Heirloom,Espresso Martini Liqueur,,Liqueur,,27,3,,,,,,,,,,
,Cocchi,Dopo Teatro Vermouth Amaro,,Liqueur,Vermouth,16,3,,,,,,,,,,
,Heirloom,American Alchermes Liqueur,,Liqueur,,40,3,,,,,,,,,,
,La Venenosa,Tutsi Raicilla,,Distilled Spirits,Tequila,43.3,3,,,,,,,,,,
,Cocchi,Americano Bianco,,Liqueur,,16.5,3,,,,,,,,,,
,Cocchi,Americano Bianco,,Liqueur,,16.5,3,,,,,,,,,,
,Asombroso,Vintage Extra Anejo,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Cocchi,Dopo Teatro Vermouth Amaro,,Liqueur,Vermouth,16,3,,,,,,,,,,
,Cocchi,Americano Bianco,,Liqueur,,16.5,3,,,,,,,,,,
,Heirloom,Creme De Flora Liqueur,,Liqueur,,30,3,,,,,,,,,,
,Asombroso,Vintage Extra Anejo,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Heirloom,Espresso Martini Liqueur,,Liqueur,,27,3,,,,,,,,,,
,Heirloom,Espresso Martini Liqueur,,Liqueur,,27,3,,,,,,,,,,
,Heirloom,American Alchermes Liqueur,,Liqueur,,40,3,,,,,,,,,,
,Cocchi,Americano Bianco,,Liqueur,,16.5,3,,,,,,,,,,
,La Venenosa,Tutsi Raicilla,,Distilled Spirits,Tequila,43.3,3,,,,,,,,,,
,Asombroso,Vintage Extra Anejo,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Hamilton,Beachbum Berry's Navy Grog Blend Rum,,Distilled Spirits,Rum,57,3,,,,,,,,,,
,Hamilton,Beachbum Berry's Navy Grog Blend Rum,,Distilled Spirits,Rum,57,3,,,,,,,,,,
,Beluga,Epicure by Lalique,,Distilled Spirits,Vodka,,3,,,,,,,,,,
,William Wolf,Straight Rye Whiskey,,Distilled Spirits,Whisky,46,3,,,,,,,,,,
,William Wolf,Pecan Bourbon,,Distilled Spirits,Whisky,30,3,,,,,,,,,,
,William Wolf,Straight Bourbon Whiskey,,Distilled Spirits,Whisky,43.4,3,,,,,,,,,,
,William Wolf,12 Year Old American Whiskey,,Distilled Spirits,Whisky,43.4,3,,,,,,,,,,
,Ugly Mug,Coffee Whiskey 750 ml,,Distilled Spirits,Flavored Whisky,35,3,,,,,,,,,,
,Reserve Bar Topflight Series - Barr Hill,Tom Cat Gin,,Distilled Spirits,Whisky,56,3,,,,,,,,,,
,Reserve Bar Topflight Series - Barr Hill,Tom Cat Gin,,Distilled Spirits,Whisky,56,3,,,,,,,,,,
,Barenjager,Honey & Bourbon,,Distilled Spirits,Flavored Whisky,35,3,,,,,,,,,,
,Williamette Valley,Averaen Chardonnay,,Wine,Chardonnay,13,3,,,,,,,,,,
,Pasote Tequila,Blanco Still Strength,,Distilled Spirits,Tequila,55,3,,,,,,,,,,
,Pasote Tequila,Blanco Still Strength,,Distilled Spirits,Tequila,55,3,,,,,,,,,,
,John D. Taylor's,Velvet Falernum Liqueur,,Liqueur,,11,3,,,,,,,,,,
,Santo Cuviso,Bacanora Blanco,,Distilled Spirits,Tequila,45,3,,,,,,,,,,
,Duplais,Swiss Absinthe Verte,,Liqueur,,68,3,,,,,,,,,,
,Douglas Laings,Scallywag Speyside Blended Scotch,,Distilled Spirits,Whisky,46,3,,,,,,,,,,
,Douglas Laings,Scallywag Speyside Blended Scotch,,Distilled Spirits,Whisky,46,3,,,,,,,,,,
,Douglas Laings,Scallywag Speyside Blended Scotch,,Distilled Spirits,Whisky,46,3,,,,,,,,,,
,John D. Taylor's,Velvet Falernum Liqueur,,Liqueur,,11,3,,,,,,,,,,
,Duplais,Swiss Absinthe Verte,,Liqueur,,68,3,,,,,,,,,,
,Adictivo,Black Extra Anejo,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Stags Leap,Viognier Napa Valley,,Wine,White Blend,14.1,3,,,,,,,,,,
,Adictivo,Black Extra Anejo,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Dezo,Spiked Lemon-Lime Water (4-pack),,Prepared Cocktails / RTD,Canned Cocktails,5.5,3,,,,,,,,,,
,Adictivo,Black Extra Anejo,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Williamette Valley,Averaen Chardonnay,,Wine,Chardonnay,13,3,,,,,,,,,,
,Barenjager,Honey & Bourbon,,Distilled Spirits,Flavored Whisky,35,3,,,,,,,,,,
,Adictivo,Black Extra Anejo,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Adictivo,Black Extra Anejo,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Barenjager,Honey & Bourbon,,Distilled Spirits,Flavored Whisky,35,3,,,,,,,,,,
,ReserveBar Topflight - Russells Reserve,Private Barrel Bourbon,,Distilled Spirits,Bourbon,55,3,,,,,,,,,,
,ReserveBar Topflight - Russells Reserve,Private Barrel Bourbon,,Distilled Spirits,Bourbon,55,3,,,,,,,,,,
,Rumple Minze,Peppermint Schnapps Liqueur 10 pack,,Liqueur,Schnapps,50,3,,,,,,,,,,
,Chi Chis,Mexican Mudslide,,Distilled Spirits,Rum,12.5,3,,,,,,,,,,
,Veuve Clicquot,Ice Jacket Rosé,,Champagne,Rose,12.5,3,,,,,,,,,,
,French Bloom,Le Blanc Organic French Wine,,Non-Alcoholic,,0,3,,,,,,,,,,
,French Bloom,Le Blanc Organic French Wine,,Non-Alcoholic,,0,3,,,,,,,,,,
,Chi Chis,Mexican Mudslide,,Distilled Spirits,Rum,12.5,3,,,,,,,,,,
,Clos Martin,Armagnac XO 15 Yr,,Distilled Spirits,Armagnac,40,3,,,,,,,,,,
,Pavan,Liqueur,,Liqueur,,18,3,,,,,,,,,,
,French Bloom,Le Blanc Organic French Wine,,Non-Alcoholic,,0,3,,,,,,,,,,
,Rumple Minze,Peppermint Schnapps Liqueur 10 pack,,Liqueur,Schnapps,50,3,,,,,,,,,,
,J Wray,Gold Rum,,Distilled Spirits,Rum,40,3,,,,,,,,,,
,Veuve Clicquot,Ice Jacket Rosé,,Champagne,Rose,12.5,3,,,,,,,,,,
,Ancho Reyes,Chile Liqueur,,Liqueur,,40,3,,,,,,,,,,
,French Bloom,Le Blanc Organic French Wine,,Non-Alcoholic,,0,3,,,,,,,,,,
,Clos Martin,Armagnac XO 15 Yr,,Distilled Spirits,Armagnac,40,3,,,,,,,,,,
,Liquid Alchemist,Apple Spice Syrup,,Non-Alcoholic,Mixers,,3,,,,,,,,,,
,Veuve Clicquot,Ice Jacket Rosé,,Champagne,Rose,12.5,3,,,,,,,,,,
,Clos Martin,Armagnac XO 15 Yr,,Distilled Spirits,Armagnac,40,3,,,,,,,,,,
,Aperol,Aperitivo Liqueur,,Liqueur,,11,3,,,,,,,,,,
,Balcones,Texas Single Malt Whisky,,Distilled Spirits,Whisky,53,3,,,,,,,,,,
,Rumple Minze,Peppermint Schnapps Liqueur 10 pack,,Liqueur,Schnapps,50,3,,,,,,,,,,
,Aperol,Aperitivo Liqueur,,Liqueur,,11,3,,,,,,,,,,
,Ancho Reyes,Chile Liqueur,,Liqueur,,40,3,,,,,,,,,,
,Pavan,Liqueur,,Liqueur,,18,3,,,,,,,,,,
,Clos Martin,Armagnac XO 15 Yr,,Distilled Spirits,Armagnac,40,3,,,,,,,,,,
,J Wray,Gold Rum,,Distilled Spirits,Rum,40,3,,,,,,,,,,
,J Wray,Gold Rum,,Distilled Spirits,Rum,40,3,,,,,,,,,,
,Rumple Minze,Peppermint Schnapps Liqueur 10 pack,,Liqueur,Schnapps,50,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,High West,Old Fashion Barrel Finished Cocktail,,Prepared Cocktails / RTD,Bottled Cocktails,43,3,,,,,,,,,,
,High West,Manhattan Barrel Finished Cocktail,,Prepared Cocktails / RTD,Bottled Cocktails,37,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,1792,Small Batch Kentucky Straight Bourbon Whiskey,,Distilled Spirits,Whisky,46.85,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,Beluga,Noble Russion Vodka,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,High West,Manhattan Barrel Finished Cocktail,,Prepared Cocktails / RTD,Bottled Cocktails,37,3,,,,,,,,,,
,High West,Old Fashion Barrel Finished Cocktail,,Prepared Cocktails / RTD,Bottled Cocktails,43,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,Whiskey Smith Co,Chocolate Flavored Whiskey,,Distilled Spirits,Flavored Whisky,30,3,,,,,,,,,,
,Reserva Ypioca,Carvalho Cachaca,,,,38,3,,,,,,,,,,
,High West,Manhattan Barrel Finished Cocktail,,Prepared Cocktails / RTD,Bottled Cocktails,37,3,,,,,,,,,,
,Beluga,Noble Russion Vodka,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,Schonauer,Apfel Liqueur,,Liqueur,Fruit,21,3,,,,,,,,,,
,French Bloom,Le Blanc Organic French Wine,,Non-Alcoholic,,0,3,,,,,,,,,,
,French Bloom,Le Blanc Organic French Wine,,Non-Alcoholic,,0,3,,,,,,,,,,
,Schonauer,Apfel Liqueur,,Liqueur,Fruit,21,3,,,,,,,,,,
,Beluga,Noble Russion Vodka,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,Ypioca,Cachaca Prata Classica,,Distilled Spirits,,40,3,,,,,,,,,,
,Ypioca,Cachaca Prata Classica,,Distilled Spirits,,40,3,,,,,,,,,,
,Beluga,Noble Russion Vodka,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,Beluga,Noble Russion Vodka,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,1792,Small Batch Kentucky Straight Bourbon Whiskey,,Distilled Spirits,Whisky,46.85,3,,,,,,,,,,
,Ypioca,Cachaca Prata Classica,,Distilled Spirits,,40,3,,,,,,,,,,
,Whiskey Smith Co,Chocolate Flavored Whiskey,,Distilled Spirits,Flavored Whisky,30,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Oola,Vodka,,Distilled Spirits,Vodka,42,3,,,,,,,,,,
,Rozelieures,Rare Collection Whiskey,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,Oola,Vodka,,Distilled Spirits,Vodka,42,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Hogback Distillery,Oak & Aspen Bourbon Single Barrel #32,,Distilled Spirits,Bourbon,67.8,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Rozelieures,Rare Collection Whiskey,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Oola,Vodka,,Distilled Spirits,Vodka,42,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Hogback Distillery,Oak & Aspen Bourbon Single Barrel #32,,Distilled Spirits,Bourbon,67.8,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Veuve Clicquot,Fridge Brut,,Champagne,Brut,12,3,,,,,,,,,,
,Hogback Distillery,High Wheat Bourbon,,Distilled Spirits,Bourbon,45,3,,,,,,,,,,
,Veuve Clicquot,Fridge Rose,,Champagne,Rose,12,3,,,,,,,,,,
,Hogback Distillery,High Wheat Bourbon,,Distilled Spirits,Bourbon,45,3,,,,,,,,,,
,Maniball,Peanut Butter Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Tuaca,Brandy Liqueur,,Liqueur,,35,3,,,,,,,,,,
,Cadenhead Tamnavulin-Glenlivet 14,Tamnavulin-Glenlivet 14,,Distilled Spirits,Single Malt,46,3,,,,,,,,,,
,Four Pillars,Navy Strength Gin,,Distilled Spirits,Gin,58.8,3,,,,,,,,,,
,Tuaca,Brandy Liqueur,,Liqueur,,35,3,,,,,,,,,,
,Tuaca,Brandy Liqueur,,Liqueur,,35,3,,,,,,,,,,
,Tuaca,Brandy Liqueur,,Liqueur,,35,3,,,,,,,,,,
,Byrrh,Grand Quinquina Apertif,,Liqueur,,18,3,,,,,,,,,,
,Four Pillars,Navy Strength Gin,,Distilled Spirits,Gin,58.8,3,,,,,,,,,,
,Tia Maria,Cold Brew Coffee with Vanilla and Arabica,,Liqueur,Coffee,26.5,3,,,,,,,,,,
,Byrrh,Grand Quinquina Apertif,,Liqueur,,18,3,,,,,,,,,,
,Maniball,Peanut Butter Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Maniball,Peanut Butter Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Maniball,Peanut Butter Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Tuaca,Brandy Liqueur,,Liqueur,,35,3,,,,,,,,,,
,Maniball,Peanut Butter Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Vampyre,Red Vodka,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,Jelinek,Kosher Gold Slivovitz Plum Brandy,,Distilled Spirits,Brandy,50,3,,,,,,,,,,
,Maniball,Peanut Butter Tequila,,Distilled Spirits,Tequila,35,3,,,,,,,,,,
,Tia Maria,Cold Brew Coffee with Vanilla and Arabica,,Liqueur,Coffee,26.5,3,,,,,,,,,,
,Tuaca,Brandy Liqueur,,Liqueur,,35,3,,,,,,,,,,
,Vampyre,Red Vodka,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,Four Pillars,Navy Strength Gin,,Distilled Spirits,Gin,58.8,3,,,,,,,,,,
,Jelinek,Kosher Gold Slivovitz Plum Brandy,,Distilled Spirits,Brandy,50,3,,,,,,,,,,
,Tuaca,Brandy Liqueur,,Liqueur,,35,3,,,,,,,,,,
,Jelinek,Kosher Gold Slivovitz Plum Brandy,,Distilled Spirits,Brandy,50,3,,,,,,,,,,
,Four Pillars,Navy Strength Gin,,Distilled Spirits,Gin,58.8,3,,,,,,,,,,
,Four Pillars,Navy Strength Gin,,Distilled Spirits,Gin,58.8,3,,,,,,,,,,
,Tuaca,Brandy Liqueur,,Liqueur,,35,3,,,,,,,,,,
,Vampyre,Red Vodka,,Distilled Spirits,Vodka,40,3,,,,,,,,,,
,New Amsterdam,Coconut,,Distilled Spirits,Vodka,35,3,,,,,,,,,,
,Rooster Rojo,Ahumado Tequila,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Bobbys,Schiedam Jenever,,Distilled Spirits,Gin,38,3,,,,,,,,,,
,Haymans,London Dry Gin,,Distilled Spirits,Gin,41.2,3,,,,,,,,,,
,Bobbys,Schiedam Jenever,,Distilled Spirits,Gin,38,3,,,,,,,,,,
,Rooster Rojo,Ahumado Tequila,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Punt E Mes,Aperitivo Originale,,Liqueur,Vermouth,16,3,,,,,,,,,,
,Bobbys,Schiedam Jenever,,Distilled Spirits,Gin,38,3,,,,,,,,,,
,Haymans,London Dry Gin,,Distilled Spirits,Gin,41.2,3,,,,,,,,,,
,Lairds,Applejack Smooth Blend,,Distilled Spirits,Brandy,40,3,,,,,,,,,,
,Bobbys,Schiedam Jenever,,Distilled Spirits,Gin,38,3,,,,,,,,,,
,Haymans,London Dry Gin,,Distilled Spirits,Gin,41.2,3,,,,,,,,,,
,Baluarte,Blanco,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Baluarte,Blanco,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Haymans,London Dry Gin,,Distilled Spirits,Gin,41.2,3,,,,,,,,,,
,Bobbys,Schiedam Jenever,,Distilled Spirits,Gin,38,3,,,,,,,,,,
,Bobbys,Schiedam Jenever,,Distilled Spirits,Gin,38,3,,,,,,,,,,
,New Amsterdam,Coconut,,Distilled Spirits,Vodka,35,3,,,,,,,,,,
,Punt E Mes,Aperitivo Originale,,Liqueur,Vermouth,16,3,,,,,,,,,,
,Lairds,Applejack Smooth Blend,,Distilled Spirits,Brandy,40,3,,,,,,,,,,
,New Amsterdam,Coconut,,Distilled Spirits,Vodka,35,3,,,,,,,,,,
,Baluarte,Blanco,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Rooster Rojo,Ahumado Tequila,,Distilled Spirits,Tequila,40,3,,,,,,,,,,
,Lairds,Applejack Smooth Blend,,Distilled Spirits,Brandy,40,3,,,,,,,,,,
,Bobbys,Schiedam Jenever,,Distilled Spirits,Gin,38,3,,,,,,,,,,
,Punt E Mes,Aperitivo Originale,,Liqueur,Vermouth,16,3,,,,,,,,,,
,New Amsterdam,Coconut,,Distilled Spirits,Vodka,35,3,,,,,,,,,,
,Haymans,London Dry Gin,,Distilled Spirits,Gin,41.2,3,,,,,,,,,,
,Haymans,London Dry Gin,,Distilled Spirits,Gin,41.2,3,,,,,,,,,,
,Filmland Spirits,Ryes of the Robots Extended Cut,,Distilled Spirits,Whisky,54,3,,,,,,,,,,
,JCB,No 69 Brut Rose,,Champagne,Brut,12,3,,,,,,,,,,
,Stirrings,Sour Cocktail Mix,,Non-Alcoholic,,,3,,,,,,,,,,
,Pennsylvania,Dutch Pumpkin Spice,,Liqueur,Cream,,3,,,,,,,,,,
,Crown Royal,Blended Canadian Whiskey Two Glass Cup Gift Set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Balcones,Texas High Rye Limited Edition,,Distilled Spirits,Bourbon,64.4,3,,,,,,,,,,
,Hennessy XO,Holiday with Gift Box and Ice Stamp gift set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Stirrings,Sour Cocktail Mix,,Non-Alcoholic,,,3,,,,,,,,,,
,Hennessy XO,Holiday with Gift Box and Ice Stamp gift set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Pennsylvania,Dutch Pumpkin Spice,,Liqueur,Cream,,3,,,,,,,,,,
,Crown Royal,Blended Canadian Whiskey Two Glass Cup Gift Set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Balcones,Texas High Rye Limited Edition,,Distilled Spirits,Bourbon,64.4,3,,,,,,,,,,
,Hennessy XO,Holiday with Gift Box and Ice Stamp gift set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Hennessy XO,Holiday with Gift Box and Ice Stamp gift set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Hennessy XO,Holiday with Gift Box and Ice Stamp gift set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Balcones,Texas High Rye Limited Edition,,Distilled Spirits,Bourbon,64.4,3,,,,,,,,,,
,Filmland Spirits,Town at the end of Tomorrow,,Distilled Spirits,Bourbon,47,3,,,,,,,,,,
,Pennsylvania,Dutch Pumpkin Spice,,Liqueur,Cream,,3,,,,,,,,,,
,Pennsylvania,Dutch Pumpkin Spice,,Liqueur,Cream,,3,,,,,,,,,,
,Hennessy XO,Holiday with Gift Box and Ice Stamp gift set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Hennessy XO,Holiday with Gift Box and Ice Stamp gift set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Stirrings,Sour Cocktail Mix,,Non-Alcoholic,,,3,,,,,,,,,,
,Hennessy XO,Holiday with Gift Box and Ice Stamp gift set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Stirrings,Sour Cocktail Mix,,Non-Alcoholic,,,3,,,,,,,,,,
,Filmland Spirits,Town at the end of Tomorrow,,Distilled Spirits,Bourbon,47,3,,,,,,,,,,
,Filmland Spirits,Town at the end of Tomorrow,,Distilled Spirits,Bourbon,47,3,,,,,,,,,,
,Hennessy XO,Holiday with Gift Box and Ice Stamp gift set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Filmland Spirits,Town at the end of Tomorrow,,Distilled Spirits,Bourbon,47,3,,,,,,,,,,
,Filmland Spirits,Town at the end of Tomorrow,,Distilled Spirits,Bourbon,47,3,,,,,,,,,,
,Hennessy XO,Holiday with Gift Box and Ice Stamp gift set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Hennessy XO,Holiday with Gift Box and Ice Stamp gift set,,Distilled Spirits,Whisky,40,3,,,,,,,,,,
,Top Shelf,Weller Full Proof blue label,,Distilled Spirits,Bourbon,57,3,,,,,,,,,,
,Top Shelf,Weller 12 Year,,Distilled Spirits,Bourbon,45,3,,,,,,,,,,
,Fireball,Cinnamon Adult trick or treat gift set bag,,Distilled Spirits,Whisky,33,3,,,,,,,,,,
,Firefly,Blackberry Moonshine,,Distilled Spirits,Moonshine,35.7,3,,,,,,,,,,
,Fireball,Cinnamon Adult trick or treat gift set bag,,Distilled Spirits,Whisky,33,3,,,,,,,,,,
,Top Shelf,Weller Full Proof blue label,,Distilled Spirits,Bourbon,57,3,,,,,,,,,,
,Top Shelf,Weller 12 Year,,Distilled Spirits,Bourbon,45,3,,,,,,,,,,
,Fireball,Cinnamon Adult trick or treat gift set bag,,Distilled Spirits,Whisky,33,3,,,,,,,,,,
,Rum Chata,Peppermint Bark,,Distilled Spirits,Rum,14,3,,,,,,,,,,
,Rum Chata,Pumpkin Spice,,Distilled Spirits,Rum,13.75,3,,,,,,,,,,
,Rum Chata,Pumpkin Spice,,Distilled Spirits,Rum,13.75,3,,,,,,,,,,
,Rum Chata,Peppermint Bark,,Distilled Spirits,Rum,14,3,,,,,,,,,,
,Rum Chata,Pumpkin Spice,,Distilled Spirits,Rum,13.75,3,,,,,,,,,,
,Rum Chata,Pumpkin Spice,,Distilled Spirits,Rum,13.75,3,,,,,,,,,,
